note: Rosetta 2 hides avx2 bmi2 bmi movbe lzcnt fma f16c from CPUID but executes it; continuing

*** Running under Rosetta 2: x86 code is being translated to ARM.
*** Use these numbers for smoke-testing only; benchmark on native x86-64.

2026-09-24T22:30:02+08:00
Running ./build/bm_itch_avx2
Run on (15 X 2400 MHz CPU s)
CPU Caches:
  L1 Data 64 KiB
  L1 Instruction 128 KiB
  L2 Unified 8192 KiB (x15)
Load Average: 4.62, 4.67, 4.49
WARNING: running under Rosetta 2 translation: timings are NOT representative
itch_simd_level: AVX2
----------------------------------------------------------------------------------------------------------------------
Benchmark                                                            Time             CPU   Iterations UserCounters...
BM_LevelSearch/sse2_from_back/depth:32/uniform:0_mean             2.77 ns         2.77 ns            3 items_per_second=361.393M/s
BM_LevelSearch/sse2_from_back/depth:32/uniform:0_median           2.77 ns         2.77 ns            3 items_per_second=361.501M/s
BM_LevelSearch/sse2_from_back/depth:32/uniform:0_stddev          0.005 ns        0.005 ns            3 items_per_second=692.088k/s
BM_LevelSearch/sse2_from_back/depth:32/uniform:0_cv               0.19 %          0.19 %             3 items_per_second=0.19%
BM_LevelSearch/sse2_from_back/depth:32/uniform:1_mean             5.86 ns         5.85 ns            3 items_per_second=171.054M/s
BM_LevelSearch/sse2_from_back/depth:32/uniform:1_median           5.87 ns         5.85 ns            3 items_per_second=170.895M/s
BM_LevelSearch/sse2_from_back/depth:32/uniform:1_stddev          0.036 ns        0.034 ns            3 items_per_second=1.0008M/s
BM_LevelSearch/sse2_from_back/depth:32/uniform:1_cv               0.62 %          0.58 %             3 items_per_second=0.59%
BM_LevelSearch/sse2_from_back/depth:128/uniform:0_mean            2.76 ns         2.75 ns            3 items_per_second=363.652M/s
BM_LevelSearch/sse2_from_back/depth:128/uniform:0_median          2.76 ns         2.75 ns            3 items_per_second=363.607M/s
BM_LevelSearch/sse2_from_back/depth:128/uniform:0_stddev         0.003 ns        0.004 ns            3 items_per_second=473.354k/s
BM_LevelSearch/sse2_from_back/depth:128/uniform:0_cv              0.12 %          0.13 %             3 items_per_second=0.13%
BM_LevelSearch/sse2_from_back/depth:128/uniform:1_mean            15.7 ns         15.7 ns            3 items_per_second=63.7532M/s
BM_LevelSearch/sse2_from_back/depth:128/uniform:1_median          15.7 ns         15.7 ns            3 items_per_second=63.6397M/s
BM_LevelSearch/sse2_from_back/depth:128/uniform:1_stddev         0.338 ns        0.338 ns            3 items_per_second=1.37574M/s
BM_LevelSearch/sse2_from_back/depth:128/uniform:1_cv              2.15 %          2.15 %             3 items_per_second=2.16%
BM_LevelSearch/sse2_from_back/depth:512/uniform:0_mean            2.77 ns         2.76 ns            3 items_per_second=361.793M/s
BM_LevelSearch/sse2_from_back/depth:512/uniform:0_median          2.77 ns         2.76 ns            3 items_per_second=361.79M/s
BM_LevelSearch/sse2_from_back/depth:512/uniform:0_stddev         0.002 ns        0.002 ns            3 items_per_second=270.686k/s
BM_LevelSearch/sse2_from_back/depth:512/uniform:0_cv              0.08 %          0.07 %             3 items_per_second=0.07%
BM_LevelSearch/sse2_from_back/depth:512/uniform:1_mean            29.5 ns         29.5 ns            3 items_per_second=33.9279M/s
BM_LevelSearch/sse2_from_back/depth:512/uniform:1_median          29.5 ns         29.5 ns            3 items_per_second=33.9476M/s
BM_LevelSearch/sse2_from_back/depth:512/uniform:1_stddev         0.186 ns        0.183 ns            3 items_per_second=210.765k/s
BM_LevelSearch/sse2_from_back/depth:512/uniform:1_cv              0.63 %          0.62 %             3 items_per_second=0.62%
BM_LevelSearch/sse41_from_back/depth:8/uniform:0_mean             2.68 ns         2.67 ns            3 items_per_second=375.052M/s
BM_LevelSearch/sse41_from_back/depth:8/uniform:0_median           2.68 ns         2.67 ns            3 items_per_second=374.757M/s
BM_LevelSearch/sse41_from_back/depth:8/uniform:0_stddev          0.010 ns        0.007 ns            3 items_per_second=988.119k/s
BM_LevelSearch/sse41_from_back/depth:8/uniform:0_cv               0.36 %          0.26 %             3 items_per_second=0.26%
BM_LevelSearch/sse41_from_back/depth:8/uniform:1_mean             2.74 ns         2.74 ns            3 items_per_second=365.269M/s
BM_LevelSearch/sse41_from_back/depth:8/uniform:1_median           2.74 ns         2.74 ns            3 items_per_second=365.41M/s
BM_LevelSearch/sse41_from_back/depth:8/uniform:1_stddev          0.004 ns        0.005 ns            3 items_per_second=661.526k/s
BM_LevelSearch/sse41_from_back/depth:8/uniform:1_cv               0.16 %          0.18 %             3 items_per_second=0.18%
BM_LevelSearch/sse41_from_back/depth:32/uniform:0_mean            2.68 ns         2.68 ns            3 items_per_second=373.605M/s
BM_LevelSearch/sse41_from_back/depth:32/uniform:0_median          2.68 ns         2.67 ns            3 items_per_second=373.909M/s
BM_LevelSearch/sse41_from_back/depth:32/uniform:0_stddev         0.011 ns        0.010 ns            3 items_per_second=1.42897M/s
BM_LevelSearch/sse41_from_back/depth:32/uniform:0_cv              0.42 %          0.38 %             3 items_per_second=0.38%
BM_LevelSearch/sse41_from_back/depth:32/uniform:1_mean            5.67 ns         5.66 ns            3 items_per_second=176.787M/s
BM_LevelSearch/sse41_from_back/depth:32/uniform:1_median          5.67 ns         5.66 ns            3 items_per_second=176.654M/s
BM_LevelSearch/sse41_from_back/depth:32/uniform:1_stddev         0.010 ns        0.008 ns            3 items_per_second=263.547k/s
BM_LevelSearch/sse41_from_back/depth:32/uniform:1_cv              0.17 %          0.15 %             3 items_per_second=0.15%
BM_LevelSearch/sse41_from_back/depth:128/uniform:0_mean           2.67 ns         2.67 ns            3 items_per_second=375.031M/s
BM_LevelSearch/sse41_from_back/depth:128/uniform:0_median         2.68 ns         2.67 ns            3 items_per_second=374.533M/s
